==========================================================
     YouTube 专用优选网速排名（第一行最适合看视频）
==========================================================

NO.1 | 流媒体网速: 28.41 MB/s | IP地址: 167.148.203.71:443 | 地区: HK
NO.2789 | 流媒体网速: 5.24 MB/s | IP地址: 146.185.134.241:2087 | 地区: NL
NO.2790 | 流媒体网速: 5.24 MB/s | IP地址: 164.92.132.193:443 | 地区: DE
NO.2791 | 流媒体网速: 5.24 MB/s | IP地址: 179.255.185.129:443 | 地区: US
NO.2792 | 流媒体网速: 5.24 MB/s | IP地址: 159.223.12.89:2096 | 地区: NL
NO.2793 | 流媒体网速: 5.24 MB/s | IP地址: 201.4.14.53:443 | 地区: US
NO.2794 | 流媒体网速: 5.24 MB/s | IP地址: 167.172.48.224:443 | 地区: GB
NO.2795 | 流媒体网速: 5.24 MB/s | IP地址: 46.101.246.237:2053 | 地区: DE
NO.2796 | 流媒体网速: 5.24 MB/s | IP地址: 178.173.255.136:443 | 地区: NL
NO.2797 | 流媒体网速: 5.24 MB/s | IP地址: 178.128.32.175:443 | 地区: GB
NO.2798 | 流媒体网速: 5.24 MB/s | IP地址: 185.21.10.43:443 | 地区: NL
NO.2799 | 流媒体网速: 5.23 MB/s | IP地址: 164.92.177.103:8443 | 地区: DE
NO.2800 | 流媒体网速: 5.23 MB/s | IP地址: 165.232.40.20:443 | 地区: GB
NO.2801 | 流媒体网速: 5.23 MB/s | IP地址: 164.92.235.17:2087 | 地区: DE
NO.2802 | 流媒体网速: 5.23 MB/s | IP地址: 167.172.103.54:443 | 地区: DE
NO.2803 | 流媒体网速: 5.23 MB/s | IP地址: 165.232.122.206:443 | 地区: DE
NO.2804 | 流媒体网速: 5.23 MB/s | IP地址: 185.221.23.243:443 | 地区: FI
NO.2805 | 流媒体网速: 5.23 MB/s | IP地址: 46.8.236.51:8443 | 地区: LV
NO.2806 | 流媒体网速: 5.23 MB/s | IP地址: 179.43.156.121:443 | 地区: CH
NO.2807 | 流媒体网速: 5.23 MB/s | IP地址: 165.22.13.154:443 | 地区: US
NO.2808 | 流媒体网速: 5.23 MB/s | IP地址: 178.104.116.19:2083 | 地区: DE
NO.2809 | 流媒体网速: 5.23 MB/s | IP地址: 161.35.155.59:2087 | 地区: NL
NO.2810 | 流媒体网速: 5.23 MB/s | IP地址: 188.166.98.106:2096 | 地区: NL
NO.2811 | 流媒体网速: 5.23 MB/s | IP地址: 40.233.87.120:443 | 地区: CA
NO.2812 | 流媒体网速: 5.22 MB/s | IP地址: 159.65.123.223:2087 | 地区: DE
NO.2813 | 流媒体网速: 5.22 MB/s | IP地址: 159.65.206.68:2087 | 地区: NL
NO.2814 | 流媒体网速: 5.22 MB/s | IP地址: 146.185.175.200:2053 | 地区: NL
NO.2815 | 流媒体网速: 5.22 MB/s | IP地址: 144.126.224.204:443 | 地区: GB
NO.2816 | 流媒体网速: 5.22 MB/s | IP地址: 167.71.9.166:443 | 地区: NL
NO.2817 | 流媒体网速: 5.22 MB/s | IP地址: 188.137.253.253:443 | 地区: NL
NO.2818 | 流媒体网速: 5.22 MB/s | IP地址: 46.101.220.197:8443 | 地区: DE
NO.2819 | 流媒体网速: 5.22 MB/s | IP地址: 104.194.156.155:8443 | 地区: DE
NO.2820 | 流媒体网速: 5.22 MB/s | IP地址: 45.192.12.8:8443 | 地区: PL
NO.2821 | 流媒体网速: 5.22 MB/s | IP地址: 178.62.209.90:2087 | 地区: NL
NO.2822 | 流媒体网速: 5.22 MB/s | IP地址: 165.232.43.156:2087 | 地区: GB
NO.2823 | 流媒体网速: 5.22 MB/s | IP地址: 159.203.35.153:443 | 地区: CA
NO.2824 | 流媒体网速: 5.22 MB/s | IP地址: 146.190.30.107:2053 | 地区: NL
NO.2825 | 流媒体网速: 5.22 MB/s | IP地址: 144.34.161.46:443 | 地区: US
NO.2826 | 流媒体网速: 5.22 MB/s | IP地址: 146.185.179.246:8443 | 地区: NL
NO.2827 | 流媒体网速: 5.22 MB/s | IP地址: 146.185.131.217:443 | 地区: NL
NO.2828 | 流媒体网速: 5.21 MB/s | IP地址: 159.65.51.189:2087 | 地区: GB
NO.2829 | 流媒体网速: 5.21 MB/s | IP地址: 161.35.217.79:2053 | 地区: DE
NO.2830 | 流媒体网速: 5.21 MB/s | IP地址: 172.86.93.55:443 | 地区: DE
NO.2831 | 流媒体网速: 5.21 MB/s | IP地址: 167.71.9.166:2096 | 地区: NL
NO.2832 | 流媒体网速: 5.21 MB/s | IP地址: 159.223.21.209:2096 | 地区: DE
NO.2833 | 流媒体网速: 5.21 MB/s | IP地址: 185.195.65.14:443 | 地区: NL
NO.2834 | 流媒体网速: 5.21 MB/s | IP地址: 144.126.227.116:443 | 地区: GB
NO.2835 | 流媒体网速: 5.21 MB/s | IP地址: 5.144.181.41:443 | 地区: FI
NO.2836 | 流媒体网速: 5.21 MB/s | IP地址: 46.101.230.110:8443 | 地区: DE
NO.2837 | 流媒体网速: 5.21 MB/s | IP地址: 148.253.209.54:8443 | 地区: DE
NO.2838 | 流媒体网速: 5.20 MB/s | IP地址: 161.104.44.138:443 | 地区: RU
NO.2839 | 流媒体网速: 5.20 MB/s | IP地址: 46.101.174.78:443 | 地区: DE
NO.2840 | 流媒体网速: 5.20 MB/s | IP地址: 144.31.112.151:443 | 地区: PL
NO.2841 | 流媒体网速: 5.20 MB/s | IP地址: 45.95.175.181:443 | 地区: FR
NO.2842 | 流媒体网速: 5.20 MB/s | IP地址: 178.156.164.47:2053 | 地区: US
NO.2843 | 流媒体网速: 5.20 MB/s | IP地址: 185.17.2.161:443 | 地区: FI
NO.2844 | 流媒体网速: 5.20 MB/s | IP地址: 146.185.156.206:443 | 地区: NL
NO.2845 | 流媒体网速: 5.20 MB/s | IP地址: 46.101.201.34:443 | 地区: DE
NO.2846 | 流媒体网速: 5.20 MB/s | IP地址: 185.215.187.143:443 | 地区: EE
NO.2847 | 流媒体网速: 5.20 MB/s | IP地址: 146.185.170.67:443 | 地区: NL
NO.2848 | 流媒体网速: 5.19 MB/s | IP地址: 146.190.236.243:2096 | 地区: NL
NO.2849 | 流媒体网速: 5.19 MB/s | IP地址: 159.65.201.224:2087 | 地区: NL
NO.2850 | 流媒体网速: 5.19 MB/s | IP地址: 178.214.211.99:443 | 地区: RO
NO.2851 | 流媒体网速: 5.19 MB/s | IP地址: 144.31.171.82:443 | 地区: PL
NO.2852 | 流媒体网速: 5.19 MB/s | IP地址: 146.185.134.118:443 | 地区: NL
NO.2853 | 流媒体网速: 5.19 MB/s | IP地址: 46.101.155.66:443 | 地区: DE
NO.2854 | 流媒体网速: 5.19 MB/s | IP地址: 167.99.199.100:2096 | 地区: GB
NO.2855 | 流媒体网速: 5.19 MB/s | IP地址: 146.185.171.38:443 | 地区: NL
NO.2856 | 流媒体网速: 5.19 MB/s | IP地址: 107.170.49.53:443 | 地区: US
NO.2857 | 流媒体网速: 5.19 MB/s | IP地址: 146.190.24.179:443 | 地区: NL
NO.2858 | 流媒体网速: 5.19 MB/s | IP地址: 159.65.86.98:8443 | 地区: GB
NO.2859 | 流媒体网速: 5.19 MB/s | IP地址: 159.65.206.68:8443 | 地区: NL
NO.2860 | 流媒体网速: 5.19 MB/s | IP地址: 45.144.49.146:443 | 地区: PL
NO.2861 | 流媒体网速: 5.19 MB/s | IP地址: 159.65.196.52:2096 | 地区: NL
NO.2862 | 流媒体网速: 5.19 MB/s | IP地址: 77.73.8.226:443 | 地区: US
NO.2863 | 流媒体网速: 5.18 MB/s | IP地址: 167.99.199.100:2087 | 地区: GB
NO.2864 | 流媒体网速: 5.18 MB/s | IP地址: 178.128.42.47:2053 | 地区: GB
NO.2865 | 流媒体网速: 5.18 MB/s | IP地址: 167.71.2.98:2053 | 地区: NL
NO.2866 | 流媒体网速: 5.18 MB/s | IP地址: 147.90.89.88:443 | 地区: NL
NO.2867 | 流媒体网速: 5.18 MB/s | IP地址: 146.185.179.26:443 | 地区: NL
NO.2868 | 流媒体网速: 5.18 MB/s | IP地址: 45.32.123.157:443 | 地区: SG
NO.2869 | 流媒体网速: 5.18 MB/s | IP地址: 151.243.217.243:8443 | 地区: FR
NO.2870 | 流媒体网速: 5.18 MB/s | IP地址: 165.227.237.209:443 | 地区: GB
NO.2871 | 流媒体网速: 5.18 MB/s | IP地址: 178.156.148.4:8443 | 地区: US
NO.2872 | 流媒体网速: 5.18 MB/s | IP地址: 151.242.147.95:443 | 地区: DE
NO.2873 | 流媒体网速: 5.18 MB/s | IP地址: 103.25.202.102:443 | 地区: SG
NO.2874 | 流媒体网速: 5.18 MB/s | IP地址: 159.65.21.201:443 | 地区: GB
NO.2875 | 流媒体网速: 5.18 MB/s | IP地址: 164.92.157.226:443 | 地区: NL
NO.2876 | 流媒体网速: 5.18 MB/s | IP地址: 185.173.144.194:443 | 地区: US
NO.2877 | 流媒体网速: 5.17 MB/s | IP地址: 185.153.198.86:443 | 地区: MD
NO.2878 | 流媒体网速: 5.17 MB/s | IP地址: 185.206.146.190:8443 | 地区: BG
NO.2879 | 流媒体网速: 5.17 MB/s | IP地址: 165.232.39.158:2096 | 地区: GB
NO.2880 | 流媒体网速: 5.17 MB/s | IP地址: 165.232.39.212:2053 | 地区: GB
NO.2881 | 流媒体网速: 5.17 MB/s | IP地址: 159.65.16.241:443 | 地区: GB
NO.2882 | 流媒体网速: 5.17 MB/s | IP地址: 147.90.229.183:443 | 地区: NL
NO.2883 | 流媒体网速: 5.17 MB/s | IP地址: 167.71.58.185:2087 | 地区: DE
NO.2884 | 流媒体网速: 5.17 MB/s | IP地址: 161.35.155.59:2083 | 地区: NL
NO.2885 | 流媒体网速: 5.17 MB/s | IP地址: 167.172.166.247:2087 | 地区: DE
NO.2886 | 流媒体网速: 5.17 MB/s | IP地址: 159.89.29.231:2096 | 地区: DE
NO.2887 | 流媒体网速: 5.16 MB/s | IP地址: 161.35.199.176:2096 | 地区: DE
NO.2888 | 流媒体网速: 5.16 MB/s | IP地址: 185.34.52.147:443 | 地区: LT
NO.2889 | 流媒体网速: 5.16 MB/s | IP地址: 5.22.218.163:443 | 地区: ES
NO.2890 | 流媒体网速: 5.16 MB/s | IP地址: 153.56.171.97:8443 | 地区: FR
NO.2891 | 流媒体网速: 5.16 MB/s | IP地址: 176.118.214.216:443 | 地区: RU
NO.2892 | 流媒体网速: 5.16 MB/s | IP地址: 46.101.152.234:8443 | 地区: DE
NO.2893 | 流媒体网速: 5.16 MB/s | IP地址: 146.190.30.107:443 | 地区: NL
NO.2894 | 流媒体网速: 5.16 MB/s | IP地址: 46.101.77.41:2087 | 地区: GB
NO.2895 | 流媒体网速: 5.16 MB/s | IP地址: 146.185.172.227:2096 | 地区: NL
NO.2896 | 流媒体网速: 5.16 MB/s | IP地址: 178.128.38.173:8443 | 地区: GB
NO.2897 | 流媒体网速: 5.15 MB/s | IP地址: 46.249.44.249:8443 | 地区: NL
NO.2898 | 流媒体网速: 5.15 MB/s | IP地址: 46.101.100.242:443 | 地区: DE
NO.2899 | 流媒体网速: 5.15 MB/s | IP地址: 157.245.34.157:2083 | 地区: GB
NO.2900 | 流媒体网速: 5.15 MB/s | IP地址: 165.22.117.33:2096 | 地区: GB
NO.2901 | 流媒体网速: 5.15 MB/s | IP地址: 167.172.188.237:443 | 地区: DE
NO.2902 | 流媒体网速: 5.15 MB/s | IP地址: 167.172.175.117:443 | 地区: DE
NO.2903 | 流媒体网速: 5.15 MB/s | IP地址: 157.180.92.230:443 | 地区: FI
NO.2904 | 流媒体网速: 5.15 MB/s | IP地址: 146.185.156.251:443 | 地区: NL
NO.2905 | 流媒体网速: 5.14 MB/s | IP地址: 136.243.86.73:2053 | 地区: DE
NO.2906 | 流媒体网速: 5.14 MB/s | IP地址: 136.0.39.100:443 | 地区: US
NO.2907 | 流媒体网速: 5.14 MB/s | IP地址: 147.90.229.30:443 | 地区: NL
NO.2908 | 流媒体网速: 5.14 MB/s | IP地址: 159.65.86.98:2083 | 地区: GB
NO.2909 | 流媒体网速: 5.14 MB/s | IP地址: 45.39.255.211:8443 | 地区: FR
NO.2910 | 流媒体网速: 5.14 MB/s | IP地址: 46.101.246.237:8443 | 地区: DE
NO.2911 | 流媒体网速: 5.14 MB/s | IP地址: 176.124.198.1:443 | 地区: NL
NO.2912 | 流媒体网速: 5.14 MB/s | IP地址: 185.234.100.241:443 | 地区: FR
NO.2913 | 流媒体网速: 5.14 MB/s | IP地址: 162.141.93.191:8443 | 地区: ES
NO.2914 | 流媒体网速: 5.14 MB/s | IP地址: 167.172.60.77:8443 | 地区: GB
NO.2915 | 流媒体网速: 5.14 MB/s | IP地址: 147.90.229.223:443 | 地区: NL
NO.2916 | 流媒体网速: 5.14 MB/s | IP地址: 167.172.32.216:2087 | 地区: NL
NO.2917 | 流媒体网速: 5.14 MB/s | IP地址: 153.75.86.25:443 | 地区: NL
NO.2918 | 流媒体网速: 5.13 MB/s | IP地址: 165.22.73.136:2087 | 地区: DE
NO.2919 | 流媒体网速: 5.13 MB/s | IP地址: 207.148.94.254:443 | 地区: JP
NO.2920 | 流媒体网速: 5.13 MB/s | IP地址: 178.128.34.102:2087 | 地区: GB
NO.2921 | 流媒体网速: 5.13 MB/s | IP地址: 167.71.43.254:2053 | 地区: DE
NO.2922 | 流媒体网速: 5.13 MB/s | IP地址: 161.35.155.59:8443 | 地区: NL
NO.2923 | 流媒体网速: 5.13 MB/s | IP地址: 46.101.224.87:8443 | 地区: DE
NO.2924 | 流媒体网速: 5.13 MB/s | IP地址: 46.17.107.199:443 | 地区: US
NO.2925 | 流媒体网速: 5.13 MB/s | IP地址: 46.101.254.53:443 | 地区: DE
NO.2926 | 流媒体网速: 5.13 MB/s | IP地址: 46.101.156.38:2053 | 地区: DE
NO.2927 | 流媒体网速: 5.13 MB/s | IP地址: 188.213.5.74:443 | 地区: ES
NO.2928 | 流媒体网速: 5.13 MB/s | IP地址: 165.232.43.156:2096 | 地区: GB
NO.2929 | 流媒体网速: 5.13 MB/s | IP地址: 166.88.55.224:443 | 地区: HK
NO.2930 | 流媒体网速: 5.13 MB/s | IP地址: 167.71.9.166:2053 | 地区: NL
NO.2931 | 流媒体网速: 5.13 MB/s | IP地址: 161.97.183.222:8443 | 地区: FR
NO.2932 | 流媒体网速: 5.13 MB/s | IP地址: 46.101.155.66:2096 | 地区: DE
NO.2933 | 流媒体网速: 5.13 MB/s | IP地址: 178.17.53.10:443 | 地区: FI
NO.2934 | 流媒体网速: 5.13 MB/s | IP地址: 159.223.220.181:2087 | 地区: NL
NO.2935 | 流媒体网速: 5.12 MB/s | IP地址: 178.128.247.83:443 | 地区: NL
NO.2936 | 流媒体网速: 5.12 MB/s | IP地址: 159.65.51.189:443 | 地区: GB
NO.2937 | 流媒体网速: 5.12 MB/s | IP地址: 147.45.232.165:443 | 地区: NL
NO.2938 | 流媒体网速: 5.12 MB/s | IP地址: 46.101.136.162:443 | 地区: DE
NO.2939 | 流媒体网速: 5.12 MB/s | IP地址: 186.241.106.36:443 | 地区: US
NO.2940 | 流媒体网速: 5.12 MB/s | IP地址: 161.35.163.107:443 | 地区: GB
NO.2941 | 流媒体网速: 5.12 MB/s | IP地址: 152.42.130.189:2096 | 地区: NL
NO.2942 | 流媒体网速: 5.12 MB/s | IP地址: 165.22.117.33:443 | 地区: GB
NO.2943 | 流媒体网速: 5.12 MB/s | IP地址: 47.88.34.80:443 | 地区: US
NO.2944 | 流媒体网速: 5.12 MB/s | IP地址: 144.31.122.162:2083 | 地区: NL
NO.2945 | 流媒体网速: 5.12 MB/s | IP地址: 167.172.186.203:2087 | 地区: DE
NO.2946 | 流媒体网速: 5.12 MB/s | IP地址: 161.35.22.108:2083 | 地区: DE
NO.2947 | 流媒体网速: 5.12 MB/s | IP地址: 46.101.230.110:2096 | 地区: DE
NO.2948 | 流媒体网速: 5.12 MB/s | IP地址: 157.245.34.157:8443 | 地区: GB
NO.2949 | 流媒体网速: 5.12 MB/s | IP地址: 161.35.73.222:2087 | 地区: DE
NO.2950 | 流媒体网速: 5.12 MB/s | IP地址: 165.232.108.151:8443 | 地区: GB
NO.2951 | 流媒体网速: 5.12 MB/s | IP地址: 188.166.103.140:2096 | 地区: NL
NO.2952 | 流媒体网速: 5.12 MB/s | IP地址: 152.42.140.20:2087 | 地区: NL
NO.2953 | 流媒体网速: 5.11 MB/s | IP地址: 146.190.31.69:443 | 地区: NL
NO.2954 | 流媒体网速: 5.11 MB/s | IP地址: 161.35.22.108:8443 | 地区: DE
NO.2955 | 流媒体网速: 5.11 MB/s | IP地址: 185.22.172.249:443 | 地区: LV
NO.2956 | 流媒体网速: 5.11 MB/s | IP地址: 146.185.163.112:443 | 地区: NL
NO.2957 | 流媒体网速: 5.11 MB/s | IP地址: 161.35.73.222:2096 | 地区: DE
NO.2958 | 流媒体网速: 5.11 MB/s | IP地址: 167.71.140.229:8443 | 地区: GB
NO.2959 | 流媒体网速: 5.11 MB/s | IP地址: 13.140.10.28:2087 | 地区: SE
NO.2960 | 流媒体网速: 5.11 MB/s | IP地址: 161.35.217.79:2096 | 地区: DE
NO.2961 | 流媒体网速: 5.11 MB/s | IP地址: 167.71.10.211:2087 | 地区: NL
NO.2962 | 流媒体网速: 5.11 MB/s | IP地址: 147.90.229.181:443 | 地区: NL
NO.2963 | 流媒体网速: 5.11 MB/s | IP地址: 146.185.134.241:2083 | 地区: NL
NO.2964 | 流媒体网速: 5.11 MB/s | IP地址: 147.90.229.193:443 | 地区: NL
NO.2965 | 流媒体网速: 5.10 MB/s | IP地址: 159.89.31.113:2053 | 地区: DE
NO.2966 | 流媒体网速: 5.10 MB/s | IP地址: 146.185.166.99:443 | 地区: NL
NO.2967 | 流媒体网速: 5.10 MB/s | IP地址: 161.35.200.194:443 | 地区: DE
NO.2968 | 流媒体网速: 5.10 MB/s | IP地址: 146.185.134.241:8443 | 地区: NL
NO.2969 | 流媒体网速: 5.10 MB/s | IP地址: 153.75.86.25:8443 | 地区: NL
NO.2970 | 流媒体网速: 5.10 MB/s | IP地址: 179.255.185.118:443 | 地区: US
NO.2971 | 流媒体网速: 5.10 MB/s | IP地址: 146.185.146.150:2053 | 地区: NL
NO.2972 | 流媒体网速: 5.10 MB/s | IP地址: 146.185.175.200:443 | 地区: NL
NO.2973 | 流媒体网速: 5.10 MB/s | IP地址: 161.35.46.34:2087 | 地区: GB
NO.2974 | 流媒体网速: 5.09 MB/s | IP地址: 185.125.231.161:8443 | 地区: FI
NO.2975 | 流媒体网速: 5.09 MB/s | IP地址: 159.65.206.68:2096 | 地区: NL
NO.2976 | 流媒体网速: 5.09 MB/s | IP地址: 146.185.172.227:443 | 地区: NL
NO.2977 | 流媒体网速: 5.09 MB/s | IP地址: 164.92.147.213:2087 | 地区: NL
NO.2978 | 流媒体网速: 5.09 MB/s | IP地址: 165.22.18.28:443 | 地区: DE
NO.2979 | 流媒体网速: 5.09 MB/s | IP地址: 185.123.53.176:443 | 地区: EE
NO.2980 | 流媒体网速: 5.09 MB/s | IP地址: 146.190.25.138:443 | 地区: NL
NO.2981 | 流媒体网速: 5.09 MB/s | IP地址: 157.245.44.217:443 | 地区: GB
NO.2982 | 流媒体网速: 5.09 MB/s | IP地址: 178.62.225.120:2087 | 地区: NL
NO.2983 | 流媒体网速: 5.09 MB/s | IP地址: 165.232.40.20:2083 | 地区: GB
NO.2984 | 流媒体网速: 5.09 MB/s | IP地址: 169.58.54.149:8443 | 地区: FR
NO.2985 | 流媒体网速: 5.09 MB/s | IP地址: 146.185.191.224:2053 | 地区: NL
NO.2986 | 流媒体网速: 5.09 MB/s | IP地址: 46.101.117.15:8443 | 地区: DE
NO.2987 | 流媒体网速: 5.09 MB/s | IP地址: 138.124.9.140:443 | 地区: FI
NO.2988 | 流媒体网速: 5.09 MB/s | IP地址: 46.101.155.66:2083 | 地区: DE
NO.2989 | 流媒体网速: 5.09 MB/s | IP地址: 154.211.2.104:443 | 地区: NL
NO.2990 | 流媒体网速: 5.08 MB/s | IP地址: 159.65.193.47:443 | 地区: NL
NO.2991 | 流媒体网速: 5.08 MB/s | IP地址: 159.65.51.189:2083 | 地区: GB
NO.2992 | 流媒体网速: 5.08 MB/s | IP地址: 164.92.235.17:2096 | 地区: DE
NO.2993 | 流媒体网速: 5.08 MB/s | IP地址: 167.172.60.77:2087 | 地区: GB
NO.2994 | 流媒体网速: 5.08 MB/s | IP地址: 138.124.61.26:443 | 地区: DE
NO.2995 | 流媒体网速: 5.08 MB/s | IP地址: 141.227.131.193:2053 | 地区: NL
NO.2996 | 流媒体网速: 5.08 MB/s | IP地址: 165.22.206.200:2083 | 地区: NL
NO.2997 | 流媒体网速: 5.08 MB/s | IP地址: 46.101.152.234:2053 | 地区: DE
NO.2998 | 流媒体网速: 5.08 MB/s | IP地址: 167.99.199.100:8443 | 地区: GB
NO.2999 | 流媒体网速: 5.08 MB/s | IP地址: 170.187.237.10:443 | 地区: IN
NO.3000 | 流媒体网速: 5.08 MB/s | IP地址: 178.238.237.6:443 | 地区: FR
NO.3001 | 流媒体网速: 5.08 MB/s | IP地址: 46.101.250.69:2096 | 地区: DE
NO.3002 | 流媒体网速: 5.08 MB/s | IP地址: 37.59.110.94:443 | 地区: FR
NO.3003 | 流媒体网速: 5.08 MB/s | IP地址: 178.156.216.217:443 | 地区: US
NO.3004 | 流媒体网速: 5.08 MB/s | IP地址: 146.185.161.163:443 | 地区: NL
NO.3005 | 流媒体网速: 5.08 MB/s | IP地址: 146.70.233.51:443 | 地区: CH
NO.3006 | 流媒体网速: 5.07 MB/s | IP地址: 185.219.133.106:443 | 地区: TR
NO.3007 | 流媒体网速: 5.07 MB/s | IP地址: 161.35.160.245:443 | 地区: GB
NO.3008 | 流媒体网速: 5.07 MB/s | IP地址: 146.190.234.20:2053 | 地区: NL
NO.3009 | 流媒体网速: 5.07 MB/s | IP地址: 159.65.199.247:2083 | 地区: NL
NO.3010 | 流媒体网速: 5.07 MB/s | IP地址: 158.178.230.113:8443 | 地区: SG
NO.3011 | 流媒体网速: 5.07 MB/s | IP地址: 130.51.22.56:443 | 地区: US
NO.3012 | 流媒体网速: 5.07 MB/s | IP地址: 162.55.187.121:8443 | 地区: DE
NO.3013 | 流媒体网速: 5.07 MB/s | IP地址: 130.17.6.46:2087 | 地区: DE
NO.3014 | 流媒体网速: 5.07 MB/s | IP地址: 164.5.249.34:443 | 地区: BG
NO.3015 | 流媒体网速: 5.07 MB/s | IP地址: 146.185.179.81:443 | 地区: NL
NO.3016 | 流媒体网速: 5.07 MB/s | IP地址: 161.35.215.83:443 | 地区: DE
NO.3017 | 流媒体网速: 5.07 MB/s | IP地址: 147.90.229.225:443 | 地区: NL
NO.3018 | 流媒体网速: 5.07 MB/s | IP地址: 165.232.77.49:8443 | 地区: DE
NO.3019 | 流媒体网速: 5.07 MB/s | IP地址: 138.124.37.86:443 | 地区: DE
NO.3020 | 流媒体网速: 5.06 MB/s | IP地址: 130.12.46.75:443 | 地区: NL
NO.3021 | 流媒体网速: 5.06 MB/s | IP地址: 157.180.43.104:8443 | 地区: FI
NO.3022 | 流媒体网速: 5.06 MB/s | IP地址: 162.55.187.121:2053 | 地区: DE
NO.3023 | 流媒体网速: 5.06 MB/s | IP地址: 45.59.122.12:443 | 地区: CH
NO.3024 | 流媒体网速: 5.06 MB/s | IP地址: 103.25.202.25:443 | 地区: SG
NO.3025 | 流媒体网速: 5.06 MB/s | IP地址: 147.90.229.163:443 | 地区: NL
NO.3026 | 流媒体网速: 5.06 MB/s | IP地址: 176.12.67.240:443 | 地区: RU
NO.3027 | 流媒体网速: 5.06 MB/s | IP地址: 159.65.16.164:443 | 地区: GB
NO.3028 | 流媒体网速: 5.06 MB/s | IP地址: 161.35.199.176:8443 | 地区: DE
NO.3029 | 流媒体网速: 5.06 MB/s | IP地址: 150.241.66.68:2053 | 地区: DE
NO.3030 | 流媒体网速: 5.06 MB/s | IP地址: 185.175.58.196:443 | 地区: AT
NO.3031 | 流媒体网速: 5.06 MB/s | IP地址: 159.65.86.98:443 | 地区: GB
NO.3032 | 流媒体网速: 5.05 MB/s | IP地址: 46.101.163.124:2053 | 地区: DE
NO.3033 | 流媒体网速: 5.05 MB/s | IP地址: 147.45.213.57:443 | 地区: RU
NO.3034 | 流媒体网速: 5.05 MB/s | IP地址: 164.92.211.71:2096 | 地区: NL
NO.3035 | 流媒体网速: 5.05 MB/s | IP地址: 146.185.172.227:2083 | 地区: NL
NO.3036 | 流媒体网速: 5.05 MB/s | IP地址: 140.245.38.33:2096 | 地区: SG
NO.3037 | 流媒体网速: 5.05 MB/s | IP地址: 146.103.100.127:8443 | 地区: NL
NO.3038 | 流媒体网速: 5.05 MB/s | IP地址: 46.101.5.100:2053 | 地区: GB
NO.3039 | 流媒体网速: 5.05 MB/s | IP地址: 167.172.183.195:443 | 地区: DE
NO.3040 | 流媒体网速: 5.05 MB/s | IP地址: 147.90.229.34:443 | 地区: NL
NO.3041 | 流媒体网速: 5.05 MB/s | IP地址: 46.101.250.44:443 | 地区: DE
NO.3042 | 流媒体网速: 5.05 MB/s | IP地址: 147.125.252.187:443 | 地区: US
NO.3043 | 流媒体网速: 5.05 MB/s | IP地址: 38.34.18.34:443 | 地区: US
NO.3044 | 流媒体网速: 5.04 MB/s | IP地址: 45.59.123.132:443 | 地区: CH
NO.3045 | 流媒体网速: 5.04 MB/s | IP地址: 151.247.197.206:443 | 地区: FR
NO.3046 | 流媒体网速: 5.04 MB/s | IP地址: 167.71.65.205:2087 | 地区: NL
NO.3047 | 流媒体网速: 5.04 MB/s | IP地址: 164.90.166.120:443 | 地区: DE
NO.3048 | 流媒体网速: 5.04 MB/s | IP地址: 146.185.165.150:2053 | 地区: NL
NO.3049 | 流媒体网速: 5.04 MB/s | IP地址: 38.49.42.210:8443 | 地区: US
NO.3050 | 流媒体网速: 5.04 MB/s | IP地址: 146.185.179.246:443 | 地区: NL
NO.3051 | 流媒体网速: 5.04 MB/s | IP地址: 167.71.140.229:443 | 地区: GB
NO.3052 | 流媒体网速: 5.04 MB/s | IP地址: 138.124.90.150:443 | 地区: NL
NO.3053 | 流媒体网速: 5.04 MB/s | IP地址: 178.62.209.34:443 | 地区: NL
NO.3054 | 流媒体网速: 5.04 MB/s | IP地址: 157.230.97.112:2087 | 地区: DE
NO.3055 | 流媒体网速: 5.04 MB/s | IP地址: 167.71.48.187:2053 | 地区: DE
NO.3056 | 流媒体网速: 5.04 MB/s | IP地址: 146.185.160.185:443 | 地区: NL
NO.3057 | 流媒体网速: 5.04 MB/s | IP地址: 178.83.33.68:443 | 地区: DE
NO.3058 | 流媒体网速: 5.03 MB/s | IP地址: 140.235.37.203:443 | 地区: JP
NO.3059 | 流媒体网速: 5.03 MB/s | IP地址: 159.223.224.122:2087 | 地区: NL
NO.3060 | 流媒体网速: 5.03 MB/s | IP地址: 45.134.38.102:8443 | 地区: DE
NO.3061 | 流媒体网速: 5.03 MB/s | IP地址: 116.203.57.178:2096 | 地区: DE
NO.3062 | 流媒体网速: 5.03 MB/s | IP地址: 159.65.51.105:2096 | 地区: GB
NO.3063 | 流媒体网速: 5.03 MB/s | IP地址: 107.189.25.131:8443 | 地区: NL
