==========================================================
     YouTube 专用优选网速排名（第一行最适合看视频）
==========================================================

NO.1 | 流媒体网速: 26.59 MB/s | IP地址: [2a0e:97c0:3f0:1::46e]:443 | 地区: 香港
NO.1076 | 流媒体网速: 751 KB/s | IP地址: [2a03:b0c0:3:f0::e79b:9000]:443 | 地区: 德国
NO.1077 | 流媒体网速: 747 KB/s | IP地址: [2a0a:4cc0:c0:ad1e:d8f6:c0ff:fe58:9667]:8443 | 地区: 德国
NO.1078 | 流媒体网速: 745 KB/s | IP地址: [2a0a:4cc0:80:3100:84dd:67ff:fed7:aa92]:443 | 地区: 奥地利
NO.1079 | 流媒体网速: 741 KB/s | IP地址: [2a01:4f8:1c1c:d556::1]:443 | 地区: 德国
NO.1080 | 流媒体网速: 739 KB/s | IP地址: [2a01:4f9:c014:81fe::1]:443 | 地区: 瑞典
NO.1081 | 流媒体网速: 739 KB/s | IP地址: [2a01:4f8:1c1c:f9ee::1]:443 | 地区: 德国
NO.1082 | 流媒体网速: 738 KB/s | IP地址: [2a03:6f00:a::2:b07f]:443 | 地区: 德国
NO.1083 | 流媒体网速: 727 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:2fa6:2000]:443 | 地区: 德国
NO.1084 | 流媒体网速: 720 KB/s | IP地址: [2602:fa5d::45e]:443 | 地区: SOF
NO.1085 | 流媒体网速: 719 KB/s | IP地址: [2400:8901::2000:a7ff:fe66:4913]:443 | 地区: 新加坡
NO.1086 | 流媒体网速: 717 KB/s | IP地址: [2a0a:4cc0:c2:2140:9470:3fff:fe28:84cf]:443 | 地区: 德国
NO.1087 | 流媒体网速: 711 KB/s | IP地址: [2a01:4f9:c015:d1a2::1]:8443 | 地区: 瑞典
NO.1088 | 流媒体网速: 706 KB/s | IP地址: [2a12:bec0:164:12aa::]:8443 | 地区: 日本
NO.1089 | 流媒体网速: 704 KB/s | IP地址: [2a0a:4cc0:c1:d623:6820:e2ff:fe6f:b42e]:8443 | 地区: 德国
NO.1090 | 流媒体网速: 697 KB/s | IP地址: [2a0a:4cc0:c2:f4a:8828:4cff:fe23:32fa]:443 | 地区: 德国
NO.1091 | 流媒体网速: 694 KB/s | IP地址: [2602:fa5d::602]:2083 | 地区: SOF
NO.1092 | 流媒体网速: 680 KB/s | IP地址: [2001:470:66:1b::2]:443 | 地区: 美国-圣何塞
NO.1093 | 流媒体网速: 665 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:f9e3:7000]:443 | 地区: 德国
NO.1094 | 流媒体网速: 664 KB/s | IP地址: [2a0a:4cc0:c2:412b:84bb:a3ff:fe9f:bc36]:443 | 地区: 德国
NO.1095 | 流媒体网速: 664 KB/s | IP地址: [2a0a:4cc0:80:41d4:68a5:25ff:fe96:ed43]:2053 | 地区: 奥地利
NO.1096 | 流媒体网速: 661 KB/s | IP地址: [2a0a:4cc0:61:413:a480:9ff:fe19:af55]:443 | 地区: 奥地利
NO.1097 | 流媒体网速: 652 KB/s | IP地址: [2a0a:4cc0:c1:cd9b:7482:f9ff:fed4:83fd]:8443 | 地区: 德国
NO.1098 | 流媒体网速: 646 KB/s | IP地址: [2a0a:4cc0:c1:ac76:85a:7dff:fef3:2f5b]:8443 | 地区: 德国
NO.1099 | 流媒体网速: 644 KB/s | IP地址: [2401:c080:1400:1c93:5400:6ff:fe4f:b982]:443 | 地区: 新加坡
NO.1100 | 流媒体网速: 636 KB/s | IP地址: [2a03:b0c0:2:f0:0:1:605d:2001]:443 | 地区: 荷兰
NO.1101 | 流媒体网速: 627 KB/s | IP地址: [2a14:1ec7:f710:b861::1]:443 | 地区: 波兰
NO.1102 | 流媒体网速: 625 KB/s | IP地址: [2a0a:4cc0:c2:784e:8431:53ff:fef0:314a]:443 | 地区: 德国
NO.1103 | 流媒体网速: 624 KB/s | IP地址: [2400:6180:0:d2:0:2:d2f7:b000]:443 | 地区: 新加坡
NO.1104 | 流媒体网速: 622 KB/s | IP地址: [2400:6180:0:d2:0:2:d2f7:b000]:443 | 地区: 新加坡
NO.1105 | 流媒体网速: 619 KB/s | IP地址: [2a02:c207:2252:8027::1]:443 | 地区: 德国
NO.1106 | 流媒体网速: 615 KB/s | IP地址: [2a11:3b80:1::8761]:443 | 地区: 奥地利
NO.1107 | 流媒体网速: 608 KB/s | IP地址: [2a03:f480:1:3::bd]:443 | 地区: TLL
NO.1108 | 流媒体网速: 607 KB/s | IP地址: [2a0d:d940:12:9d::2]:8443 | 地区: 德国
NO.1109 | 流媒体网速: 606 KB/s | IP地址: [2a0a:4cc0:c1:c3fd:5493:58ff:fe98:bac0]:8443 | 地区: 德国
NO.1110 | 流媒体网速: 605 KB/s | IP地址: [2a01:ecc0:40:1ac5::2]:443 | 地区: 德国
NO.1111 | 流媒体网速: 605 KB/s | IP地址: [2a12:bec0:164:10a1::]:443 | 地区: 日本
NO.1112 | 流媒体网速: 603 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:396b:3001]:443 | 地区: 英国
NO.1113 | 流媒体网速: 601 KB/s | IP地址: [2a0a:4cc0:c3:1c4:48ea:8ff:fe96:8b47]:2053 | 地区: 德国
NO.1114 | 流媒体网速: 600 KB/s | IP地址: [2a13:d200:5:121::1]:8443 | 地区: 德国
NO.1115 | 流媒体网速: 595 KB/s | IP地址: [2001:550:a0c::a5]:8443 | 地区: 美国-洛杉矶
NO.1116 | 流媒体网速: 594 KB/s | IP地址: [2a0a:4cc0:c2:16b6:5831:c9ff:fe35:d16e]:2087 | 地区: 德国
NO.1117 | 流媒体网速: 591 KB/s | IP地址: [2604:a880:cad:d0:0:1:92f6:3001]:443 | 地区: YYZ
NO.1118 | 流媒体网速: 584 KB/s | IP地址: [2602:fa59:4:130::1]:443 | 地区: MIA
NO.1119 | 流媒体网速: 574 KB/s | IP地址: [2a0a:4cc0:c1:92af:68f7:91ff:fe02:734]:443 | 地区: 德国
NO.1120 | 流媒体网速: 571 KB/s | IP地址: [2a0a:4cc0:c0:a734:870:8fff:fece:a54d]:443 | 地区: 德国
NO.1121 | 流媒体网速: 570 KB/s | IP地址: [2a0a:4cc0:c1:9e9a:68d9:86ff:feed:a910]:443 | 地区: 德国
NO.1122 | 流媒体网速: 567 KB/s | IP地址: [2a03:6f02::1:4d2b]:8443 | 地区: 荷兰
NO.1123 | 流媒体网速: 567 KB/s | IP地址: [2a14:67c3:12:77::a]:443 | 地区: EWR
NO.1124 | 流媒体网速: 564 KB/s | IP地址: [2a03:b0c0:2:f0:0:1:5c5b:3001]:443 | 地区: 荷兰
NO.1125 | 流媒体网速: 563 KB/s | IP地址: [2a0a:4cc0:80:32dc:64b6:a3ff:fe33:7f83]:443 | 地区: 奥地利
NO.1126 | 流媒体网速: 559 KB/s | IP地址: [2a03:f80:ed15:8c21::1]:443 | 地区: 奥地利
NO.1127 | 流媒体网速: 557 KB/s | IP地址: [2a03:4000:6c:8fe:d4ea:46ff:fec2:8a23]:8443 | 地区: 德国
NO.1128 | 流媒体网速: 556 KB/s | IP地址: [2001:550:a10::1f4]:443 | 地区: 美国-洛杉矶
NO.1129 | 流媒体网速: 556 KB/s | IP地址: [2a03:4000:6c:8fe:d4ea:46ff:fec2:8a23]:443 | 地区: 德国
NO.1130 | 流媒体网速: 552 KB/s | IP地址: [2a0a:4cc0:c2:7efb:b4af:b7ff:fe32:b050]:443 | 地区: 德国
NO.1131 | 流媒体网速: 551 KB/s | IP地址: [2401:c080:1000:2deb:5400:6ff:fe24:2f10]:8443 | 地区: 日本
NO.1132 | 流媒体网速: 550 KB/s | IP地址: [2001:19f0:4400:25ed:5400:6ff:fe3c:dac2]:443 | 地区: 新加坡
NO.1133 | 流媒体网速: 546 KB/s | IP地址: [2a03:6f02::1:6056]:443 | 地区: 荷兰
NO.1134 | 流媒体网速: 546 KB/s | IP地址: [2a11:3b80:1::84d1]:443 | 地区: 德国
NO.1135 | 流媒体网速: 546 KB/s | IP地址: [2a0a:4cc0:c0:12e0:b45b:4bff:fe43:d9fa]:443 | 地区: 德国
NO.1136 | 流媒体网速: 544 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:2ef4:4001]:443 | 地区: 英国
NO.1137 | 流媒体网速: 542 KB/s | IP地址: [2001:470:f652::1]:443 | 地区: 美国
NO.1138 | 流媒体网速: 540 KB/s | IP地址: [2a0a:4cc0:c2:6060:840e:4ff:fe58:c82d]:8443 | 地区: 德国
NO.1139 | 流媒体网速: 538 KB/s | IP地址: [2a0a:4cc0:c2:df97:b8e3:27ff:fe7e:3730]:8443 | 地区: 德国
NO.1140 | 流媒体网速: 537 KB/s | IP地址: [2a01:4f9:c015:8da6::1]:443 | 地区: HEL
NO.1141 | 流媒体网速: 530 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:2557:9001]:443 | 地区: 英国
NO.1142 | 流媒体网速: 530 KB/s | IP地址: [2604:a880:400:d1:0:4:2bc7:a001]:443 | 地区: EWR
NO.1143 | 流媒体网速: 525 KB/s | IP地址: [2a0a:4cc0:c1:965a:74cb:64ff:fe73:acaf]:443 | 地区: 德国
NO.1144 | 流媒体网速: 524 KB/s | IP地址: [2a0a:4cc0:c1:23ce:68f1:b1ff:fef0:ce2e]:8443 | 地区: 德国
NO.1145 | 流媒体网速: 523 KB/s | IP地址: [2600:1f14:1fb:fb00:5a9b:b2cd:603a:59af]:443 | 地区: PDX
NO.1146 | 流媒体网速: 523 KB/s | IP地址: [2607:f358:1a:e::bb7:10c1]:8443 | 地区: 美国-圣何塞
NO.1147 | 流媒体网速: 520 KB/s | IP地址: [2001:df4:bac0::7e48:a3b2]:443 | 地区: 香港
NO.1148 | 流媒体网速: 509 KB/s | IP地址: [2602:fa4f:a30:7394:b7bd:57f4:8357:7687]:443 | 地区: 日本
NO.1149 | 流媒体网速: 509 KB/s | IP地址: [2001:19f0:4401:cf2:5400:2ff:fece:bd8c]:8443 | 地区: 新加坡
NO.1150 | 流媒体网速: 508 KB/s | IP地址: [2a11:3b80:1::70a1]:443 | 地区: 奥地利
NO.1151 | 流媒体网速: 508 KB/s | IP地址: [2a00:11c0:47:31e9:74b6:69ff:fefe:7acf]:8443 | 地区: 德国
NO.1152 | 流媒体网速: 503 KB/s | IP地址: [2a01:4f9:c013:1504::1]:443 | 地区: HEL
NO.1153 | 流媒体网速: 503 KB/s | IP地址: [2a0a:4cc0:c2:46fc:285e:d1ff:fe2a:865]:443 | 地区: 德国
NO.1154 | 流媒体网速: 501 KB/s | IP地址: [2a01:4f9:c012:3248::1]:8443 | 地区: HEL
NO.1155 | 流媒体网速: 501 KB/s | IP地址: [2a11:3b80:1::7689]:443 | 地区: 奥地利
NO.1156 | 流媒体网速: 500 KB/s | IP地址: [2001:df2:c740:601::b437:2ef7]:443 | 地区: MCI
NO.1157 | 流媒体网速: 499 KB/s | IP地址: [2602:fa4f:802:4555:9dd5:84f6:2d0a:4330]:443 | 地区: 美国-洛杉矶
NO.1158 | 流媒体网速: 499 KB/s | IP地址: [2a0a:4cc0:c2:3544:a49f:e1ff:febd:6604]:443 | 地区: 德国
NO.1159 | 流媒体网速: 498 KB/s | IP地址: [2a0a:4cc0:c0:cc68:1867:c8ff:fefd:760e]:443 | 地区: 德国
NO.1160 | 流媒体网速: 498 KB/s | IP地址: [2001:19f0:4400:2e15:5400:6ff:fe4e:881c]:443 | 地区: 新加坡
NO.1161 | 流媒体网速: 493 KB/s | IP地址: [2a01:4f9:c014:67da::1]:2053 | 地区: HEL
NO.1162 | 流媒体网速: 490 KB/s | IP地址: [2a01:4f9:c015:e4b5::1]:8443 | 地区: HEL
NO.1163 | 流媒体网速: 490 KB/s | IP地址: [2a0a:4cc0:c2:6c2c:980b:22ff:fed8:1819]:8443 | 地区: 德国
NO.1164 | 流媒体网速: 490 KB/s | IP地址: [2a14:1ec7:f710:d232::1]:443 | 地区: 波兰
NO.1165 | 流媒体网速: 483 KB/s | IP地址: [2a03:4000:39:852:380f:9bff:fe0e:b4ca]:443 | 地区: 德国
NO.1166 | 流媒体网速: 482 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1167 | 流媒体网速: 482 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:2b8f:6001]:443 | 地区: 英国
NO.1168 | 流媒体网速: 480 KB/s | IP地址: [2a01:ecc0:200:14a2::2]:8443 | 地区: 德国
NO.1169 | 流媒体网速: 479 KB/s | IP地址: [2a0a:4cc0:c3:d3:1817:2bff:fe7f:40d]:443 | 地区: 德国
NO.1170 | 流媒体网速: 478 KB/s | IP地址: [2a0a:4cc0:60:58b:c49a:8aff:fe55:63b7]:443 | 地区: 奥地利
NO.1171 | 流媒体网速: 476 KB/s | IP地址: [2a01:4f8:c2c:2691::1]:2053 | 地区: 德国
NO.1172 | 流媒体网速: 476 KB/s | IP地址: [2a0a:4cc0:0:1cbe:d844:80ff:feb5:caa3]:2096 | 地区: 奥地利
NO.1173 | 流媒体网速: 473 KB/s | IP地址: [2a0a:4cc0:c1:199c:74f3:2fff:fe45:7c4a]:443 | 地区: 德国
NO.1174 | 流媒体网速: 470 KB/s | IP地址: [2a14:67c3:12:72::a]:443 | 地区: EWR
NO.1175 | 流媒体网速: 469 KB/s | IP地址: [2a0a:4cc0:c0:153:6442:3cff:fe0a:3e9a]:443 | 地区: 德国
NO.1176 | 流媒体网速: 467 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:2609:2001]:443 | 地区: 英国
NO.1177 | 流媒体网速: 466 KB/s | IP地址: [2a13:d200:13:33::1]:443 | 地区: 瑞典
NO.1178 | 流媒体网速: 464 KB/s | IP地址: [2a01:4f9:c014:3292::1]:8443 | 地区: HEL
NO.1179 | 流媒体网速: 461 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1180 | 流媒体网速: 460 KB/s | IP地址: [2602:fa5d::4b7]:443 | 地区: SOF
NO.1181 | 流媒体网速: 459 KB/s | IP地址: [2a01:4f9:c010:990e::1]:443 | 地区: HEL
NO.1182 | 流媒体网速: 455 KB/s | IP地址: [2a0a:4cc0:c2:7341:244a:feff:fee9:58a6]:443 | 地区: 德国
NO.1183 | 流媒体网速: 451 KB/s | IP地址: [2a01:4f9:c014:b095::1]:443 | 地区: HEL
NO.1184 | 流媒体网速: 451 KB/s | IP地址: [2604:a880:400:d1:0:4:2bc7:e001]:443 | 地区: EWR
NO.1185 | 流媒体网速: 450 KB/s | IP地址: [2602:fa4f:802:4413:3be1:35e6:e7cf:9b95]:2053 | 地区: 美国-洛杉矶
NO.1186 | 流媒体网速: 443 KB/s | IP地址: [2a13:4ac0:28:16:f816:3eff:fef4:a935]:8443 | 地区: 德国
NO.1187 | 流媒体网速: 441 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1188 | 流媒体网速: 435 KB/s | IP地址: [2a12:bec0:164:118e::]:443 | 地区: 日本
NO.1189 | 流媒体网速: 435 KB/s | IP地址: [2400:6180:0:d2:0:2:c89d:1000]:443 | 地区: 新加坡
NO.1190 | 流媒体网速: 429 KB/s | IP地址: [2602:fa4f:802:ecb4:8717:7f66:cfd9:35e7]:443 | 地区: 美国-洛杉矶
NO.1191 | 流媒体网速: 424 KB/s | IP地址: [2a01:4f8:c015:891b::1]:443 | 地区: PRG
NO.1192 | 流媒体网速: 421 KB/s | IP地址: [2a0a:4cc0:c2:28ae:54b6:3dff:fefc:afe1]:8443 | 地区: 德国
NO.1193 | 流媒体网速: 420 KB/s | IP地址: [2602:fa5d::59c]:8443 | 地区: SOF
NO.1194 | 流媒体网速: 415 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:fa46:8000]:443 | 地区: 德国
NO.1195 | 流媒体网速: 414 KB/s | IP地址: [2a12:bec4:1ac1:558::]:443 | 地区: 波兰
NO.1196 | 流媒体网速: 412 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1197 | 流媒体网速: 412 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:2b8f:4001]:443 | 地区: 英国
NO.1198 | 流媒体网速: 407 KB/s | IP地址: [2a0c:5d00:2002::b982:f659]:443 | 地区: 瑞典
NO.1199 | 流媒体网速: 404 KB/s | IP地址: [2a01:4f9:4b:1682::2]:443 | 地区: HEL
NO.1200 | 流媒体网速: 402 KB/s | IP地址: [2a0e:dc0:2:dede::1]:443 | 地区: 瑞典
NO.1201 | 流媒体网速: 400 KB/s | IP地址: [2a05:541:177:19::1]:443 | 地区: 德国
NO.1202 | 流媒体网速: 399 KB/s | IP地址: [2a01:4f9:c015:4dd::1]:8443 | 地区: HEL
NO.1203 | 流媒体网速: 398 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:2562:5001]:443 | 地区: 英国
NO.1204 | 流媒体网速: 397 KB/s | IP地址: [2602:fa5d::5b5]:443 | 地区: SOF
NO.1205 | 流媒体网速: 390 KB/s | IP地址: [2a0a:4cc0:80:3d1:a436:d6ff:fe27:978e]:443 | 地区: 奥地利
NO.1206 | 流媒体网速: 387 KB/s | IP地址: [2a01:4f8:1c18:59d::1]:8443 | 地区: 德国
NO.1207 | 流媒体网速: 386 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1208 | 流媒体网速: 386 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:13ef:f000]:443 | 地区: 德国
NO.1209 | 流媒体网速: 386 KB/s | IP地址: [2607:f2d8:6063:1e5::6475]:8443 | 地区: 美国-洛杉矶
NO.1210 | 流媒体网速: 385 KB/s | IP地址: [2a03:6f02::1:53fa]:443 | 地区: 荷兰
NO.1211 | 流媒体网速: 384 KB/s | IP地址: [2a0a:4cc0:c1:1509:d896:a7ff:feb2:cbd8]:443 | 地区: 德国
NO.1212 | 流媒体网速: 383 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:faa5:1000]:443 | 地区: 德国
NO.1213 | 流媒体网速: 383 KB/s | IP地址: [2a0c:5d00:2002::3b97:befa]:443 | 地区: 瑞典
NO.1214 | 流媒体网速: 381 KB/s | IP地址: [2a13:7c00:4:22:f816:3eff:feb0:7f64]:443 | 地区: 荷兰
NO.1215 | 流媒体网速: 379 KB/s | IP地址: [2a0c:5d00:3002::1:8e4f:ed5c]:443 | 地区: 瑞典
NO.1216 | 流媒体网速: 376 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:2569:1001]:443 | 地区: 英国
NO.1217 | 流媒体网速: 375 KB/s | IP地址: [2a03:b0c0:2:f0:0:1:68e1:6001]:443 | 地区: 荷兰
NO.1218 | 流媒体网速: 368 KB/s | IP地址: [2a0c:5d00:2002::97df:64fb]:8443 | 地区: 瑞典
NO.1219 | 流媒体网速: 359 KB/s | IP地址: [2400:70e0:b000:0:be24:11ff:fed6:a123]:443 | 地区: 台湾
NO.1220 | 流媒体网速: 359 KB/s | IP地址: [2401:d560:0:107:1c00:82ff:fe00:4e9]:2083 | 地区: 日本
NO.1221 | 流媒体网速: 356 KB/s | IP地址: [2a12:bec4:1483:3c9::2]:443 | 地区: 瑞典
NO.1222 | 流媒体网速: 355 KB/s | IP地址: [2401:d560:0:106:1c00:dbff:fe00:340]:2053 | 地区: 日本
NO.1223 | 流媒体网速: 354 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1224 | 流媒体网速: 354 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1225 | 流媒体网速: 352 KB/s | IP地址: [2a00:11c0:5f:42f3:e4fd:24ff:feb5:e784]:443 | 地区: 德国
NO.1226 | 流媒体网速: 351 KB/s | IP地址: [2a01:4f9:c015:86f::1]:8443 | 地区: HEL
NO.1227 | 流媒体网速: 349 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1228 | 流媒体网速: 341 KB/s | IP地址: [2a03:6f02::1:69d0]:443 | 地区: 荷兰
NO.1229 | 流媒体网速: 340 KB/s | IP地址: [2605:52c0:1001:672:d8c4:19ff:fede:389]:8443 | 地区: 美国-洛杉矶
NO.1230 | 流媒体网速: 334 KB/s | IP地址: [2602:fce1:466:4895:32e6:6a8c:194f:5480]:443 | 地区: 美国-洛杉矶
NO.1231 | 流媒体网速: 332 KB/s | IP地址: [2a0a:4cc0:c2:153b:467:e7ff:fe7b:3997]:8443 | 地区: 德国
NO.1232 | 流媒体网速: 330 KB/s | IP地址: [2605:52c0:1:1d31:be24:11ff:fe15:22d6]:8443 | 地区: 美国-洛杉矶
NO.1233 | 流媒体网速: 328 KB/s | IP地址: [2a01:4f8:c015:5b59::1]:443 | 地区: PRG
NO.1234 | 流媒体网速: 327 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1235 | 流媒体网速: 326 KB/s | IP地址: [2a0a:4cc0:c0:15bd:e40a:beff:fecb:1460]:8443 | 地区: 德国
NO.1236 | 流媒体网速: 325 KB/s | IP地址: [2605:52c0:2:4541:b8b5:eeff:fed2:d43d]:8443 | 地区: 美国-洛杉矶
NO.1237 | 流媒体网速: 325 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1238 | 流媒体网速: 322 KB/s | IP地址: [2a0a:4cc0:c2:6ab7:280b:e2ff:fe96:2271]:443 | 地区: 德国
NO.1239 | 流媒体网速: 318 KB/s | IP地址: [2a0c:5d00:2002::6d72:9834]:443 | 地区: 瑞典
NO.1240 | 流媒体网速: 317 KB/s | IP地址: [2a12:bec0:164:1275::]:443 | 地区: 日本
NO.1241 | 流媒体网速: 308 KB/s | IP地址: [2a11:3b80:1::8371]:443 | 地区: PRG
NO.1242 | 流媒体网速: 305 KB/s | IP地址: [2a03:f480:1:7::d1]:8443 | 地区: TLL
NO.1243 | 流媒体网速: 303 KB/s | IP地址: [2603:c024:451a:e200:0:f391:376f:637b]:443 | 地区: 新加坡
NO.1244 | 流媒体网速: 300 KB/s | IP地址: [2a12:bec4:1b73:7c19::1]:443 | 地区: EWR
NO.1245 | 流媒体网速: 298 KB/s | IP地址: [2a0a:4cc0:c2:539c:54ec:6eff:fe8c:2b63]:443 | 地区: 德国
NO.1246 | 流媒体网速: 297 KB/s | IP地址: [2a03:6f00:a::2:dcda]:443 | 地区: 德国
NO.1247 | 流媒体网速: 297 KB/s | IP地址: [2a03:6f02::1:6436]:443 | 地区: 荷兰
NO.1248 | 流媒体网速: 295 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:f959:7000]:443 | 地区: 德国
NO.1249 | 流媒体网速: 290 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1250 | 流媒体网速: 289 KB/s | IP地址: [2602:fa4f:a30:42a4:34a7:e8a0:5135:3e08]:443 | 地区: 日本
NO.1251 | 流媒体网速: 287 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1252 | 流媒体网速: 284 KB/s | IP地址: [2a01:4f8:c014:12f9::1]:2087 | 地区: PRG
NO.1253 | 流媒体网速: 284 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1254 | 流媒体网速: 283 KB/s | IP地址: [2001:df2:c740:400::e82a:4f6]:443 | 地区: MCI
NO.1255 | 流媒体网速: 282 KB/s | IP地址: [2a0d:6c2:6:b34::]:8443 | 地区: 美国-圣何塞
NO.1256 | 流媒体网速: 281 KB/s | IP地址: [2a13:7c00:4:22:f816:3eff:fec2:b070]:443 | 地区: 荷兰
NO.1257 | 流媒体网速: 281 KB/s | IP地址: [2a0a:4cc0:c2:7efb:b4af:b7ff:fe32:b050]:2087 | 地区: 德国
NO.1258 | 流媒体网速: 279 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:f9f0:e000]:443 | 地区: 德国
NO.1259 | 流媒体网速: 277 KB/s | IP地址: [2a13:d200:5:18c::1]:8443 | 地区: 德国
NO.1260 | 流媒体网速: 276 KB/s | IP地址: [2400:8d60:8::43d3:1dce]:8443 | 地区: 日本-大阪
NO.1261 | 流媒体网速: 275 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1262 | 流媒体网速: 273 KB/s | IP地址: [2a14:1ec7:f710:82c::1]:8443 | 地区: 波兰
NO.1263 | 流媒体网速: 270 KB/s | IP地址: [2a0a:4cc0:80:3165:d812:92ff:fee9:820a]:443 | 地区: 奥地利
NO.1264 | 流媒体网速: 268 KB/s | IP地址: [2a0a:4cc0:61:76c:68f5:74ff:feba:6383]:8443 | 地区: 奥地利
NO.1265 | 流媒体网速: 263 KB/s | IP地址: [2a0a:4cc0:c1:9d80:e8c1:44ff:febe:fb50]:443 | 地区: 德国
NO.1266 | 流媒体网速: 260 KB/s | IP地址: [2605:a141:2291:3220::1]:443 | 地区: 美国-西雅图
NO.1267 | 流媒体网速: 258 KB/s | IP地址: [2a12:bec0:167:12bc::]:443 | 地区: 日本
NO.1268 | 流媒体网速: 256 KB/s | IP地址: [2a01:4f8:272:4cec:14::a]:8443 | 地区: PRG
NO.1269 | 流媒体网速: 254 KB/s | IP地址: [2a0b:4140:4563::2]:8443 | 地区: 德国
NO.1270 | 流媒体网速: 252 KB/s | IP地址: [2a0d:280:0:5:1111::24]:443 | 地区: 日本
NO.1271 | 流媒体网速: 252 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:ebc:a000]:443 | 地区: 德国
NO.1272 | 流媒体网速: 252 KB/s | IP地址: [2a0a:4cc0:80:8d:e4ca:b4ff:fefa:b3a9]:443 | 地区: 奥地利
NO.1273 | 流媒体网速: 251 KB/s | IP地址: [2400:6180:0:d0::1702:d001]:443 | 地区: 新加坡
NO.1274 | 流媒体网速: 250 KB/s | IP地址: [2a0a:4cc0:c1:6ef:580b:3ff:fe26:daf0]:8443 | 地区: 德国
NO.1275 | 流媒体网速: 249 KB/s | IP地址: [2602:f3f2:76:9349:3ced:8463:cfa7:a8d3]:443 | 地区: 香港
NO.1276 | 流媒体网速: 247 KB/s | IP地址: [2a0a:9300:1:a77::1]:443 | 地区: 瑞典
NO.1277 | 流媒体网速: 244 KB/s | IP地址: [2a0b:4141:820:1091::2]:443 | 地区: 德国
NO.1278 | 流媒体网速: 242 KB/s | IP地址: [2401:c080:1400:7b1e:5400:6ff:fe49:a6a9]:443 | 地区: 新加坡
NO.1279 | 流媒体网速: 239 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1280 | 流媒体网速: 238 KB/s | IP地址: [2604:a880:400:d1:0:4:5d96:1001]:8443 | 地区: EWR
NO.1281 | 流媒体网速: 236 KB/s | IP地址: [2a05:f480:3000:2abb:5400:6ff:fe87:8b5b]:443 | 地区: JNB
NO.1282 | 流媒体网速: 236 KB/s | IP地址: [2a12:bec0:162:153::]:443 | 地区: 台湾
NO.1283 | 流媒体网速: 236 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1284 | 流媒体网速: 233 KB/s | IP地址: [2401:d560:0:107:1c00:82ff:fe00:4e9]:2053 | 地区: 日本
NO.1285 | 流媒体网速: 229 KB/s | IP地址: [2401:d560:0:106:1c00:dbff:fe00:340]:8443 | 地区: 日本
NO.1286 | 流媒体网速: 227 KB/s | IP地址: [2a01:230:4:e53::2]:2053 | 地区: 德国
NO.1287 | 流媒体网速: 221 KB/s | IP地址: [2a01:4f8:c0c:e72c::1]:443 | 地区: 德国
NO.1288 | 流媒体网速: 221 KB/s | IP地址: [2a13:4ac0:28:16:f816:3eff:fef4:a935]:443 | 地区: 德国
NO.1289 | 流媒体网速: 217 KB/s | IP地址: [2602:fa4f:a30:e81e:6938:30fb:d36e:7518]:443 | 地区: 日本
NO.1290 | 流媒体网速: 216 KB/s | IP地址: [2a0a:9300:1:6e3::1]:443 | 地区: 瑞典
